internal_timestamp,gps_timestamp,lon,lat,diff_s
2000-01-01T00:14:32.530Z,2024-06-28T16:00:09Z,31.180193,-25.572708,434
2000-01-01T00:19:58.390Z,2024-06-28T16:05:35Z,31.180136,-25.572653,326
2000-01-01T00:24:53.460Z,2024-06-28T16:10:30Z,31.180181,-25.572593,295
2000-01-01T00:30:20.470Z,2024-06-28T16:15:57Z,31.179578,-25.572692,327
2000-01-01T00:35:28.490Z,2024-06-28T16:21:05Z,31.18006,-25.572674,308
2000-01-01T00:39:28.640Z,2024-06-28T16:25:05Z,31.180129,-25.572733,240
2000-01-01T00:45:05.510Z,2024-06-28T16:30:42Z,31.180124,-25.572666,337
2000-01-01T00:49:32.550Z,2024-06-28T16:35:09Z,31.180554,-25.572279,267
2000-01-01T00:54:35.540Z,2024-06-28T16:40:12Z,31.180086,-25.572547,303
2000-01-01T00:59:29.600Z,2024-06-28T16:45:06Z,31.180365,-25.572439,294
2000-01-01T01:04:54.580Z,2024-06-28T16:50:31Z,31.180431,-25.572541,325
2000-01-01T01:09:44.570Z,2024-06-28T16:55:21Z,31.180364,-25.572508,290
2000-01-01T01:14:30.640Z,2024-06-28T17:00:06Z,31.180286,-25.572629,285
2000-01-01T01:19:30.580Z,2024-06-28T17:05:07Z,31.180257,-25.572698,301
2000-01-01T01:24:36.570Z,2024-06-28T17:10:13Z,31.180662,-25.572547,306
2000-01-01T01:29:43.600Z,2024-06-28T17:15:20Z,31.180167,-25.572606,307
2000-01-01T01:34:30.610Z,2024-06-28T17:20:07Z,31.180681,-25.572268,287
2000-01-01T01:39:42.620Z,2024-06-28T17:25:19Z,31.17997,-25.572408,312
2000-01-01T01:44:32.100Z,2024-06-28T17:30:08Z,31.180309,-25.572617,289
2000-01-01T01:49:32.790Z,2024-06-28T17:35:09Z,31.180267,-25.572582,301
2000-01-01T01:54:58.650Z,2024-06-28T17:40:35Z,31.180312,-25.572665,326
2000-01-01T01:59:36.640Z,2024-06-28T17:45:13Z,31.18007,-25.572666,278
2000-01-01T02:04:30.680Z,2024-06-28T17:50:07Z,31.179986,-25.572603,294
2000-01-01T02:09:31.660Z,2024-06-28T17:55:08Z,31.180308,-25.572564,301
2000-01-01T02:14:39.640Z,2024-06-28T18:00:16Z,31.179937,-25.572723,308
2000-01-01T02:19:30.660Z,2024-06-28T18:05:07Z,31.180089,-25.572637,291
2000-01-01T02:24:38.690Z,2024-06-28T18:10:15Z,31.180082,-25.572458,308
2000-01-01T02:30:02.550Z,2024-06-28T18:15:38Z,31.180028,-25.572741,323
2000-01-01T02:34:50.570Z,2024-06-28T18:20:26Z,31.17981,-25.572429,288
2000-01-01T02:39:54.740Z,2024-06-28T18:25:31Z,31.180125,-25.572657,305
2000-01-01T02:44:30.640Z,2024-06-28T18:30:07Z,31.180041,-25.572722,276
2000-01-01T02:49:32.700Z,2024-06-28T18:35:09Z,31.180095,-25.572569,302
2000-01-01T02:54:32.720Z,2024-06-28T18:40:09Z,31.179978,-25.572541,300
2000-01-01T02:59:33.720Z,2024-06-28T18:45:10Z,31.179985,-25.572481,301
2000-01-01T03:04:40.740Z,2024-06-28T18:50:17Z,31.17996,-25.572614,307
2000-01-01T03:09:32.770Z,2024-06-28T18:55:09Z,31.180011,-25.572639,292
2000-01-01T03:14:32.770Z,2024-06-28T19:00:09Z,31.180073,-25.57251,300
2000-01-01T03:19:46.780Z,2024-06-28T19:05:23Z,31.179873,-25.572727,314
2000-01-01T03:24:43.710Z,2024-06-28T19:10:20Z,31.18006,-25.572546,297
2000-01-01T03:29:55.670Z,2024-06-28T19:15:31Z,31.17997,-25.57252,311
2000-01-01T03:34:35.790Z,2024-06-28T19:20:12Z,31.180142,-25.572661,281
2000-01-01T03:39:27.790Z,2024-06-28T19:25:04Z,31.175628,-25.57422,292
2000-01-01T03:44:34.700Z,2024-06-28T19:30:10Z,31.180152,-25.572408,306
2000-01-01T03:49:30.810Z,2024-06-28T19:35:07Z,31.179792,-25.572658,297
2000-01-01T03:54:51.840Z,2024-06-28T19:40:28Z,31.179998,-25.572705,321
2000-01-01T03:59:47.720Z,2024-06-28T19:45:23Z,31.180273,-25.572611,295
2000-01-01T04:04:45.840Z,2024-06-28T19:50:22Z,31.180343,-25.572677,299
2000-01-01T04:09:40.860Z,2024-06-28T19:55:17Z,31.180135,-25.572646,295
2000-01-01T04:14:31.750Z,2024-06-28T20:00:07Z,31.180194,-25.572573,290
2000-01-01T04:19:28.840Z,2024-06-28T20:05:05Z,31.180009,-25.572634,298
2000-01-01T04:24:39.850Z,2024-06-28T20:10:16Z,31.180012,-25.572537,311
2000-01-01T04:29:32.870Z,2024-06-28T20:15:09Z,31.179996,-25.572557,293
2000-01-01T04:34:29.890Z,2024-06-28T20:20:06Z,31.180188,-25.572663,297
2000-01-01T04:39:31.880Z,2024-06-28T20:25:08Z,31.180266,-25.572835,302
2000-01-01T04:44:34.900Z,2024-06-28T20:30:11Z,31.180401,-25.572834,303
2000-01-01T04:49:28.920Z,2024-06-28T20:35:05Z,31.180273,-25.572746,294
2000-01-01T04:54:35.930Z,2024-06-28T20:40:12Z,31.179687,-25.572388,307
2000-01-01T04:59:36.980Z,2024-06-28T20:45:13Z,31.180025,-25.572647,301
2000-01-01T05:04:29.960Z,2024-06-28T20:50:06Z,31.179938,-25.572541,293
2000-01-01T05:09:31.880Z,2024-06-28T20:55:08Z,31.180075,-25.572613,302
2000-01-01T05:14:33.960Z,2024-06-28T21:00:10Z,31.180222,-25.572654,302
2000-01-01T05:19:29.940Z,2024-06-28T21:05:06Z,31.180337,-25.57257,296
2000-01-01T05:24:41.970Z,2024-06-28T21:10:18Z,31.179976,-25.572575,312
2000-01-01T05:29:30.990Z,2024-06-28T21:15:07Z,31.180063,-25.572616,289
2000-01-01T05:34:30.010Z,2024-06-28T21:20:06Z,31.180029,-25.572661,299
2000-01-01T05:39:30Z,2024-06-28T21:25:06Z,31.179237,-25.572279,300
2000-01-01T05:44:55.030Z,2024-06-28T21:30:31Z,31.180193,-25.572584,325
2000-01-01T05:49:38.010Z,2024-06-28T21:35:14Z,31.179902,-25.572486,283
2000-01-01T05:54:32.040Z,2024-06-28T21:40:08Z,31.179914,-25.572556,294
2000-01-01T06:00:04.050Z,2024-06-28T21:45:40Z,31.180068,-25.572605,332
2000-01-01T06:04:30.990Z,2024-06-28T21:50:07Z,31.180016,-25.572571,267
2000-01-01T06:09:32.950Z,2024-06-28T21:55:08Z,31.179944,-25.572537,301
2000-01-01T06:14:32.020Z,2024-06-28T22:00:08Z,31.179876,-25.572575,300
2000-01-01T06:19:55.090Z,2024-06-28T22:05:31Z,31.180014,-25.57253,323
